,,v1,v2,v3
682,0.71,אתה גנבת מאבא והאשמת את אדיו.,גנבת מהאבא שלך והאשמת בזה את אדיו.,גנבת מאבא שלך והפילת את האשמה על אדיו.
682,0.43,אתה גנבת מאבא שלך והאשמת את אדיו.,גנבת מהאבא שלך והפילת את האשמה על אדיו.,גנבת מאבא שלך והפילת את האשמה על אדיו.
682,0.18,גנבת מאביך והפילת את האשמה על אדיו.,גנבת מהוריך והאשמת את אדיו.,גנבת מאבא שלך והפילת את האשמה על אדיו.
683,0.71,♪♪,,
683,0.43,♪♪,,
683,0.18,♪♪,,
684,0.71,תקח חצי. באמת. יאללה.,תוכל לקחת חצי מזה. רציני אני. בוא נעשה את זה.,אתה יכול לקחת חצי מזה. ברצינות. יאללה.
684,0.43,"תקח חצי. רציני, בוא נעשה את זה.","תוכל לקחת חצי מזה. באמת, בוא נעשה את זה.",אתה יכול לקחת חצי מזה. ברצינות. יאללה.
684,0.18,אפשר לקחת חצי. באמת. יאללה.,תוכל לקחת חצי מזה. באמת. בוא נעשה את זה.,אתה יכול לקחת חצי מזה. ברצינות. יאללה.
685,0.71,"הכוונה שלי, הילד הזה לא היה הולך לשום מקום. הוא פשוט היה --","אני מתכוון, הילד ההוא לא היה מתקדם לשום מקום. הוא סתם --","כוונתי היא, הילד ההוא לא היה הולך להגיע לשום דבר. הוא רק --"
685,0.43,הילד הזה הלך לאיבוד. הוא פשוט --,הרי הילד הזה היה בדרך לשום מקום. הוא היה סתם --,אותו ילד היה במסלול לשום מקום. הוא רק --
685,0.18,הרי הילד הזה היה בדרך לשום מקום. הוא פשוט היה --,"אני אומר, הילד הזה לא היה מתקדם לשום מקום. הוא רק --","בכל מקרה, הילד הזה לא היה הולך להגיע לשום מקום. הוא סתם --"
686,0.71,אתה עדיין לא מאמין בקסמים?,עוד לא מאמין בניסים?,עדיין לא מאמין בנסים?
686,0.43,עדיין אין אמונה בניסים?,עוד לא מאמינה בקסמים?,עדיין לא מאמינה בניסים?
686,0.18,עדיין אין לך אמונה בניסים?,עדיין לא משתכנעת מניסים?,עדיין לא מאמינה בניסים?
687,0.71,זו כל השלל שאדיו נאשם בגנבתו ועוד.,זה כל מה שנטען שאדיו גנב ואף יותר.,זה הכל מה שאדיו הואשם בגניבתו ויותר.
687,0.43,זה כל מה שהאשימו את אדיו שגנב ועוד.,כל מה שאדיו הואשם שגנב ועוד.,זה הכל מה שאדיו הואשם בגניבתו ויותר.
687,0.18,כל מה שהאשימו את אדיו בגניבתו נמצא כאן ועוד.,זה הכל מה שאדיו הואשם בגניבתו ויותר.,"זה כל מה שאדיו נאשם בגניבתו, ואף יותר."
688,0.71,כיצד?,איך?,באיזו דרך?
688,0.43,כיצד?,איך?,באיזו דרך?
688,0.18,כיצד?,איך?,באיזו דרך?
689,0.71,לא מתחשק לי להתעסק בזה.,לא בא לי לדבר על זה.,אני לא רוצה לדבר על זה.
689,0.43,לא מעוניין לדבר על זה.,לא בא לי לדבר על זה.,אני לא רוצה לדבר על זה.
689,0.18,לא מעוניין לדבר על זה.,לא בא לי לדבר על זה.,אני לא רוצה לדבר על זה.
690,0.71,למה? כי אז יהיה עליכם להודות,למה? כי אז תצטרכו להודות,למה? כי אז תצטרכי להודות
690,0.43,למה? כי אז תצטרכו להודות,למה? כי אז יהיה עלייך להודות,למה? כי אז תצטרכי להודות
690,0.18,למה? כי אז תצטרכו להודות,למה? כי אז יהיה עלייך להודות,למה? כי אז תצטרכי להודות
691,0.71,שמתרחש כאן משהו קסום?,שיש כאן משהו נסי?,שקורה כאן משהו מופלא?
691,0.43,שיש כאן משהו מעבר לטבעי?,שמתרחש כאן נס?,שקורה פה משהו נסי?
691,0.18,שיש כאן משהו מעבר לטבעי?,שמתרחש כאן נס?,שקורה פה משהו נסי?
692,0.71,"תראה, בוודאי שקורה כאן משהו,","תסתכל, אין ספק שיש כאן משהו,","תראי, בהחלט קורה כאן משהו,"
692,0.43,"תסתכל, בהחלט קורה פה משהו,","תסתכל, אין ספק שקורה פה משהו,","תראה, בוודאי יש כאן משהו,"
692,0.18,"תראו, בוודאי שקורה פה משהו,","תראה, בהחלט יש כאן משהו,","תסתכלו, אין ספק שיש כאן משהו,"
693,0.71,"אבל אפילו אם זה לא רק סדרת מקרים,","אבל גם אם זה לא רק רצף של מקריות,","אך אם זה לא רק חרוז של צירופי מקרים,"
693,0.43,"אבל גם אם זה לא רק סדרה של מקריות,","אבל אם זה לא רק רשימת מקריות,","אך אם זה לא רק רצף של מקרים,"
693,0.18,"אבל גם אם זה לא רק סדרה של מקריות,","אבל אם זה לא רק רשימת מקריות,","אך אם זה לא רק רצף של מקרים,"
694,0.71,"שזה עדיין יכול להיות, חייבת להיות הסבר.","שעדיין יכול להיות, צריך להיות הסבר.","שעדיין אפשרי, מוכרח להיות הסבר."
694,0.43,"שזה עדיין יכול להיות, חייבת להיות הסבר.","שזה עדיין אפשרי, צריך להיות הסבר.","שעדיין ייתכן, חייב להיות הסבר."
694,0.18,"שזה עדיין יכול להיות, חייבת להיות הסבר.","שעדיין אפשרי, חייבים למצוא הסבר.","שעדיין ייתכן, חייב להיות הסבר."
695,0.71,ואלוהים לא מספיק טוב בשבילך?,והקדוש ברוך הוא לא מספק אותך?,וה' לא מספיק טוב בשבילך?
695,0.43,ואלוהים לא מספיק טוב בשבילך?,והאלוהים לא מספיק טוב בשבילך?,והאלוהים לא מספק אותך?
695,0.18,ואלוהים לא מספיק טוב בשבילך?,וה' לא מספיק טוב בשבילך?,והאמונה באל לא מספקת אותך?
696,0.71,אלוהים זה הסיפור שאנשים מספרים כשהם לא מבינים.,ה' הוא התירוץ למה שאנשים לא מבינים.,אלוהים הוא תירוץ לדברים שאנשים לא מבינים.
696,0.43,"האלוהים הוא תירוץ לדברים
שאנשים לא מבינים.","אלוהים הוא הסבר לדברים
שלא מובנים לאנשים.",אלוהים זה תירוץ למה שאנשים לא מבינים.
696,0.18,"אלוהים זו ההסברה לדברים
שאנשים לא מסוגלים להבין.","אלוהים הוא התשובה לדברים
שאנשים לא מבינים.","ה' הוא תירוץ לדברים
שאנשים לא מצליחים להבין."
697,0.71,כל טכנולוגיה מתקדמת דיו,כל טכנולוגיה מתקדמת מספיק,כל טכנולוגיה מספיק מתקדמת
697,0.43,כל טכנולוגיה די מתקדמת,כל טכנולוגיה מתקדמת מספיק,כל טכנולוגיה שמתקדמת מספיק
697,0.18,כל טכנולוגיה מתקדמת מספיק,כל טכנולוגיה מספיק מתקדמת,כל טכנולוגיה שהיא מתקדמת מספיק
698,0.71,אי אפשר להבחין בה מקסם.,בלתי ניתנת להבחנה מקסם.,לא ניתנת להבחין מקסם.
698,0.43,אי אפשר להבחין בה מקסם.,בלתי ניתנת להבחנה מקסם.,לא ניתנת להבחנה מקסם.
698,0.18,לא ניתן להבחין בה מקסם.,בלתי ניתנת להבחנה מקסם.,לא ניתנת להבחנה מכישוף.
699,0.71,אנו רק... צריכים מידע נוסף.,כל מה שאנחנו צריכים זה... עוד מידע.,אנחנו פשוט... צריכים עוד מידע.
699,0.43,"אנחנו סתם...
צריכים מידע נוסף.","אנחנו רק...
צריכים עוד מידע.","אנחנו פשוט...
צריכים יותר מידע."
699,0.18,כל מה שאנחנו צריכים זה עוד מידע.,אנחנו פשוט... צריכים עוד מידע.,אנחנו רק צריכים עוד נתונים.
700,0.71,נכון. טכנולוגיה. קסם. הבנתי.,"בדיוק. טכנולוגיה, קסם, הגעתי.",אוקיי. טכנולוגיה וקסם. קלטתי.
700,0.43,"נכון. טכנולוגיה.
קסם. הבנתי.","אוקיי. טכנולוגיה.
קסם. קלטתי.","ברור. טכנולוגיה.
קסם. הבנתי."
700,0.18,ברור. טכנולוגיה או קסם. הבנתי.,נכון. טכנולוגיה. קסם. הבנתי.,"אוקיי. טכנולוגיה, קסם, הכל ברור."
701,0.71,"יאללה, אנחנו יכולים לזוז?","אז מה, אנחנו יוצאים?","חבר'ה, אנחנו יכולים ללכת?"
701,0.43,"אנשים, נכון לנוע?","יאללה, ניתן לזוז?","חבר'ה, אפשר ללכת?"
701,0.18,"אנשים, נכון לנוע?","יאללה, ניתן לזוז?","חבר'ה, אפשר ללכת?"
703,0.71,ג'יטר כבר לא משחק.,ג'יטר פרש.,ג'יטר הוא בפנסיה.
703,0.43,ג'יטר הודיע על פרישה.,ג'יטר כבר לא משחק.,ג'יטר פרש.
703,0.18,ג'יטר סיים את הקריירה שלו.,ג'יטר פרש.,ג'יטר הלך לגמלאות.
704,0.71,נספר לו בעונה הבאה.,נגיד לו בעונה הבאה.,נודיע לו בעונה הקרובה.
704,0.43,"נגיד לו
בעונה הבאה.","נספר לו
בפעם הבאה.","נודיע לו
בעונה הבאה."
704,0.18,נגיד לו בפעם הבאה.,נספר לו בעונה הבאה.,נודיע לו בעונה הבאה.
705,0.18,"היי, תרגע, חבר'ה.","היי, תירגעו, חברים.","היי, תירגע, חבר."
705,0.43,"אהלן, תירגעו, חבר'ה.","אהלן, תרגע אחי.","אהלן, תרגעי אחותי."
705,0.71,"אהלן, רגע רגע, גבר.","היי, תירגעי, חברה.","היי, תירגע, חבר."
706,0.18,אין חובה לפרק הכל הערב.,לא חייבים לסדר הכל עכשיו.,אין צורך לפרק הכל הלילה.
706,0.43,אין צורך לפרק הכול הערב.,אין צורך לפרק הכל הלילה.,אין חובה לסדר הכל עכשיו.
706,0.71,אתה לא צריך לסדר הכל עכשיו.,אין צורך לפרק הכל הלילה.,לא חייבים לפרק הכל הערב.
707,0.18,"אני רק רוצה למצוא --
אמנות!","כל מה שאני רוצה זה למצוא --
אמנות!","אני פשוט מחפשת --
אמנות!"
707,0.43,"אני רק רוצה למצוא --
אמנות!","אני פשוט מחפשת --
ארט!","כל מה שאני רוצה זה למצוא --
אומנות!"
707,0.71,"אני רק רוצה למצוא --
ארט!","כל מה שאני רוצה זה למצוא --
ארט!","אני פשוט מנסה לאתר --
ארט!"
708,0.18,הנה הוא.,כאן הוא.,הנה הוא נמצא.
708,0.43,הנה הוא.,כאן הוא.,הנה זה.
708,0.71,הנה הוא.,כאן הוא.,אז הנה הוא.
709,0.18,"מה עוד
יש לנו כאן?","מה עוד
בא לנו?","מה עוד
מצאנו כאן?"
709,0.43,מה יש עוד כאן?,מה נוסף יש לנו?,מה עוד יש לנו פה?
709,0.71,מה יש לנו עוד כאן?,מה עוד יש לנו כאן?,עוד מה יש לנו פה?
710,0.18,"את יודעת, את חייבת תודה
לאחות שלך על זה.","כדאי לך להודות לאחות שלך
על זה.","תדעי, האחות שלך זו
שתודה לה על זה."
710,0.43,כדאי לך להודות לאחותך על זה.,"תדעי, את חייבת תודה לאחותך על זה.","תדע, אתה חייב תודה לאחותך על זה."
710,0.71,"זכור, זה הזכות של אחותך על זה.",תודה לאחותך על זה.,"אתה יודע, אתה חייב לאחותך תודה על זה."
711,0.18,"היא שמרה את כל זה
בשבילך.","כל זה, היא שמרה
בשבילך.","היא חסכה את הכל
בשבילך."
711,0.43,היא השאירה הכל בשבילך.,היא חסכה הכל בשבילך.,היא שמרה הכל בשבילך.
711,0.71,היא שמרה את הכל בשבילך.,כל זה נשמר בזכותה.,היא חסכה את כל זה בשבילך.
712,0.18,בואו נבחן.,בואו נראה.,בואי נבדוק.
712,0.43,בואו נבחן.,בואו נראה.,בואי נבדוק.
712,0.71,"יאללה, בואו נבדוק.",בואו נראה.,בואו נבחן.
713,0.18,זה מה זה עושה?,למה זה משמש?,מה זה עושה?
713,0.43,זה מה עובד?,מה התפקיד של זה?,מה זה עושה?
713,0.71,למה זה משמש?,"זה מה, עובד?",מה זה עושה?
714,0.18,♪♪,,
715,0.18,את זו שעשתה את זה?,זה מעשה ידייך?,את עשית את זה?
715,0.43,את זו שעשתה את זה?,את עשית את זה?,זה מה שעשית?
715,0.71,זאת מעשה ידייך?,את עשית את זה?,זאת הייתה יוזמה שלך?
